ip,datetime,method,path,status
84.203.1.217,23/Apr/2025:15:41:30 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=52fa34bdf274a06257d9aafdc6242426&signature=c7e7881c65f0de17bfcd291b50d9a11d5ab554f3526a3372a8ec89fa7bf24025,499
84.203.1.217,23/Apr/2025:15:41:46 +0100,POST,/wp-cron.php?doing_wp_cron=1745419305.7672679424285888671875,200
84.203.1.217,23/Apr/2025:15:41:46 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=304f658ffe9151747f28faed04d3de78&signature=3606f79e82d580aee0ee6afca253363473893c7feddb65176fb8bae831657c25,499
84.203.1.217,23/Apr/2025:15:42:02 +0100,POST,/wp-cron.php?doing_wp_cron=1745419322.4552509784698486328125,200
84.203.1.217,23/Apr/2025:15:42:03 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=2e158dd523f87422612452859e28a08d&signature=ef6a590f9788509553d711eb7f9fa9b32aa48f4eae72c0419be021a46278d1e2,499
84.203.1.217,23/Apr/2025:15:42:19 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=3a633e909e33e494830abf81828ee0d5&signature=e9f600abb11ce99b5c611c9c6c61801424c3320d732a5f69f6e5aefef4e5554c,499
84.203.1.217,23/Apr/2025:15:42:37 +0100,POST,/wp-cron.php?doing_wp_cron=1745419357.4619770050048828125000,200
84.203.1.217,23/Apr/2025:15:42:38 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=a37b9f87baff2abbd7c06ee6d5a2205e&signature=dc89bbcf6aea308979388d515b0a591154fef1b2da17700a5d4fe1fee8bec72d,499
84.203.1.217,23/Apr/2025:15:43:18 +0100,POST,/wp-cron.php?doing_wp_cron=1745419398.2990679740905761718750,200
84.203.1.217,23/Apr/2025:15:43:18 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=04fab5db629c04a86f8ed8bf259bf3ef&signature=74b4b932b99c77b6ce52402ad02872310a2fe8382295370573ff4911ee60f810,499
84.203.1.217,23/Apr/2025:15:45:33 +0100,POST,/wp-cron.php?doing_wp_cron=1745419532.9096629619598388671875,200
84.203.1.217,23/Apr/2025:15:45:33 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=a72f778ef1c45b9500eb5b319ad69042&signature=3f454a5a46a8bc8d8b4eb4509e3413bf41bd11a105df54b3952464d5ccc86dc7,499
84.203.1.217,23/Apr/2025:15:45:49 +0100,POST,/wp-cron.php?doing_wp_cron=1745419549.4189689159393310546875,200
84.203.1.217,23/Apr/2025:15:45:50 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=4d793c6d4957343b43ebb27c75ee6b90&signature=3838218704dc2684ca93723362755d23423d243577b2a7fb3d5cd7894343f435,499
84.203.1.217,23/Apr/2025:15:46:05 +0100,POST,/wp-cron.php?doing_wp_cron=1745419565.3481709957122802734375,200
84.203.1.217,23/Apr/2025:15:46:06 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=313edf3c136a8da0f8f8823b25f26ad4&signature=d47b91a69820e3bfc066e0f38c94e5be39df2d565e651ec2eb0de6418a437cdc,499
84.203.1.217,23/Apr/2025:15:46:22 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=a3e3460f271982ff04fb75ff576d70c3&signature=416c577a22bb204721b7aa46865d4413539202fc7b5f579fa042b4b7744fbded,499
84.203.1.217,23/Apr/2025:15:46:38 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=6aa9a7826e9980a94d336a9723bdef09&signature=bfdbc32547e74c23496e9a3e351315f8966fed1833c7891571891023bc9fdd99,499
84.203.1.217,23/Apr/2025:15:46:38 +0100,POST,/wp-cron.php?doing_wp_cron=1745419597.6040248870849609375000,200
84.203.1.217,23/Apr/2025:15:46:54 +0100,POST,/wp-cron.php?doing_wp_cron=1745419614.3610200881958007812500,200
84.203.1.217,23/Apr/2025:15:46:55 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=46dda77f65335ba3abcf1aa0e05276a7&signature=a55796d8bbaf3d3bf94495e15b4a264b0a45b839edef947caf41cba5ad99dc45,499
84.203.1.217,23/Apr/2025:15:47:12 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=5969db37b29183838a983eac8b7faed5&signature=45704c9e6a813b6a0b97c3eb5e9949ebbdcc6adb75374c27d614841a76725765,499
84.203.1.217,23/Apr/2025:15:47:31 +0100,GET,/wp-admin/admin-ajax.php?action=wordfence_doScan&isFork=1&scanMode=standard&cronKey=0593fc678536365ac4241ccb7f4a8049&signature=d6151f5f51e28d3d6c974111a23e9d773a57a9c43067e01a4938446405f7076f,499
84.203.1.217,23/Apr/2025:16:09:01 +0100,POST,/wp-cron.php?doing_wp_cron=1745420940.3963339328765869140625,499
57.141.0.18,23/Apr/2025:16:09:02 +0100,GET,/music/nggallery/album/shooglenifty,200
84.203.1.217,23/Apr/2025:16:19:19 +0100,POST,/wp-cron.php?doing_wp_cron=1745421558.2328460216522216796875,200
161.132.38.156,23/Apr/2025:16:19:19 +0100,GET,/wp-login.php,200
161.132.38.156,23/Apr/2025:16:19:20 +0100,GET,/wp-login.php,200
161.132.38.156,23/Apr/2025:16:19:20 +0100,GET,/wp-admin/,302
161.132.38.156,23/Apr/2025:16:19:21 +0100,GET,/wp-login.php?redirect_to=https%3A%2F%2Fwebsite.local.lan%2Fwp-admin%2F&reauth=1,200
84.203.1.217,23/Apr/2025:16:27:23 +0100,POST,/wp-cron.php?doing_wp_cron=1745422042.2122740745544433593750,499
152.228.220.143,23/Apr/2025:16:27:23 +0100,GET,/comments/feed/,200
152.42.254.234,23/Apr/2025:17:17:54 +0100,GET,/wp-content/gallery/concert-in-busto-arsizio-italy/thumbs/thumbs_raw__MG_1506-thumb.jpg,200
84.203.1.217,23/Apr/2025:17:18:17 +0100,POST,/wp-cron.php?doing_wp_cron=1745425097.1560859680175781250000,200
4.227.36.68,23/Apr/2025:17:18:18 +0100,GET,/robots.txt,200
4.227.36.68,23/Apr/2025:17:18:19 +0100,GET,/robots.txt,200
20.171.207.180,23/Apr/2025:17:18:22 +0100,GET,/projects/jUPS/,404
84.203.1.217,23/Apr/2025:17:22:55 +0100,POST,/wp-cron.php?doing_wp_cron=1745425374.3664209842681884765625,200
173.252.83.2,23/Apr/2025:17:22:55 +0100,GET,/robots.txt,200
57.141.0.13,23/Apr/2025:17:22:57 +0100,GET,/music/nggallery/album/alan-stivell/page/6,200
57.141.0.26,23/Apr/2025:17:22:57 +0100,GET,/mountains/nggallery/album/val-di-rhemes-val-daosta-italy,200
84.203.1.217,23/Apr/2025:17:37:09 +0100,POST,/wp-cron.php?doing_wp_cron=1745426228.2908680438995361328125,499
54.36.149.80,23/Apr/2025:17:37:09 +0100,GET,/robots.txt,200
146.190.94.19,23/Apr/2025:17:44:33 +0100,GET,/wp-content/gallery/concert-in-asti-italy-1/thumbs/thumbs_raw__MG_8299-thumb.jpg,200
84.203.1.217,23/Apr/2025:18:14:31 +0100,POST,/wp-cron.php?doing_wp_cron=1745428470.8142850399017333984375,200
54.36.148.244,23/Apr/2025:18:14:31 +0100,GET,/sitemap_index.xml,200
54.36.149.81,23/Apr/2025:18:14:33 +0100,GET,/post-sitemap.xml,200
84.203.1.217,23/Apr/2025:18:14:34 +0100,POST,/wp-cron.php?doing_wp_cron=1745428474.2267289161682128906250,200
54.36.148.122,23/Apr/2025:18:14:34 +0100,GET,/page-sitemap.xml,200
54.36.148.182,23/Apr/2025:18:14:35 +0100,GET,/category-sitemap.xml,200
54.36.148.212,23/Apr/2025:18:14:36 +0100,GET,/ngg_tag-sitemap.xml,200
84.203.1.217,23/Apr/2025:18:32:59 +0100,POST,/wp-cron.php?doing_wp_cron=1745429578.4725489616394042968750,200
57.141.0.13,23/Apr/2025:18:32:59 +0100,GET,/travels/nggallery/ireland/co-mayo-ireland/page/1,200
84.203.1.217,23/Apr/2025:18:38:21 +0100,POST,/wp-cron.php?doing_wp_cron=1745429900.2222259044647216796875,499
196.251.72.179,23/Apr/2025:18:38:21 +0100,GET,//wp-content/plugins/fix/up.php,301
196.251.72.179,23/Apr/2025:18:38:21 +0100,GET,/wp-content/plugins/fix/up.php,404
84.203.1.217,23/Apr/2025:19:15:10 +0100,POST,/wp-cron.php?doing_wp_cron=1745432109.3843638896942138671875,499
4.227.36.86,23/Apr/2025:19:15:11 +0100,GET,/robots.txt,200
4.227.36.86,23/Apr/2025:19:15:11 +0100,GET,/robots.txt,200
20.171.207.114,23/Apr/2025:19:15:15 +0100,GET,/Capercaillie/,404
84.203.1.217,23/Apr/2025:20:03:34 +0100,POST,/wp-cron.php?doing_wp_cron=1745435013.8738338947296142578125,499
57.141.0.12,23/Apr/2025:20:03:35 +0100,GET,/music/nggallery/album/folkstone,200
84.203.1.217,23/Apr/2025:20:15:05 +0100,POST,/wp-cron.php?doing_wp_cron=1745435704.3781468868255615234375,499
57.141.0.12,23/Apr/2025:20:15:05 +0100,GET,/music/nggallery/album/crash-kings,200
84.203.1.217,23/Apr/2025:20:16:46 +0100,POST,/wp-cron.php?doing_wp_cron=1745435805.3493030071258544921875,499
213.152.187.146,23/Apr/2025:20:16:47 +0100,GET,/,200
213.152.187.146,23/Apr/2025:20:16:47 +0100,GET,//wp-includes/wlwmanifest.xml,301
213.152.187.146,23/Apr/2025:20:16:47 +0100,GET,//xmlrpc.php?rsd,200
213.152.187.146,23/Apr/2025:20:16:47 +0100,GET,//?author=1,500
213.152.187.146,23/Apr/2025:20:16:47 +0100,GET,//?author=2,500
213.152.187.146,23/Apr/2025:20:16:47 +0100,GET,//wp-json/wp/v2/users/,404
213.152.187.146,23/Apr/2025:20:16:47 +0100,GET,//wp-json/oembed/1.0/embed?url=https://website.local.lan/,404
213.152.187.146,23/Apr/2025:20:16:48 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:48 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:48 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:48 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:48 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:48 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:49 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:49 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:49 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:49 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:49 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:50 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:50 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:50 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:50 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:50 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:51 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:51 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:51 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:51 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:51 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:51 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:52 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:52 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:52 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:52 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:52 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:52 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:53 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:53 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:53 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:53 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:53 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:53 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:54 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:54 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:54 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:54 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:55 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:55 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:55 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:56 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:56 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:56 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:56 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:56 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:56 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:57 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:57 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:57 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:57 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:57 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:58 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:58 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:58 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:58 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:58 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:59 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:59 +0100,POST,//xmlrpc.php,200
213.152.187.146,23/Apr/2025:20:16:59 +0100,POST,//xmlrpc.php,200
64.124.8.192,23/Apr/2025:20:46:28 +0100,GET,/music/nggallery/music/album/folkstone,200
64.124.8.192,23/Apr/2025:20:46:29 +0100,GET,/robots.txt,200
77.75.76.164,23/Apr/2025:21:07:18 +0100,GET,/sitemap_index.xml,200
84.203.1.217,23/Apr/2025:21:07:19 +0100,POST,/wp-cron.php?doing_wp_cron=1745438838.5925738811492919921875,499
77.75.76.164,23/Apr/2025:21:07:19 +0100,GET,/robots.txt,200
84.203.1.217,23/Apr/2025:21:37:23 +0100,POST,/wp-cron.php?doing_wp_cron=1745440642.1099030971527099609375,499
47.128.49.21,23/Apr/2025:21:37:23 +0100,GET,/mountains/nggallery/mountains/album/vertosan-val-daosta-italy,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-includes/css/dashicons.min.css?ver=ba9feeafe26325fb6040798b29d62616,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/trigger_buttons.css?ver=3.59.11,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/to-top/public/css/to-top-public.css?ver=2.5.4,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Lightbox/simplelightbox/simple-lightbox.css?ver=3.59.11,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/nextgen-gallery/static/FontAwesome/css/v4-shims.min.css?ver=ba9feeafe26325fb6040798b29d62616,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-includes/css/dist/block-library/style.min.css?ver=ba9feeafe26325fb6040798b29d62616,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/pagination_style.css?ver=3.59.11,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Albums/breadcrumbs.css?ver=3.59.11,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Albums/nextgen_basic_album.css?ver=3.59.11,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/themes/simple-grid/style.css,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/nextgen-gallery/static/FontAwesome/css/all.min.css?ver=ba9feeafe26325fb6040798b29d62616,200
47.128.49.21,23/Apr/2025:21:37:24 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Thumbnails/nextgen_basic_thumbnails.css?ver=3.59.11,200
84.203.1.217,23/Apr/2025:21:56:31 +0100,POST,/wp-cron.php?doing_wp_cron=1745441790.5090498924255371093750,200
54.83.180.239,23/Apr/2025:21:56:31 +0100,GET,/robots.txt,200
184.73.35.182,23/Apr/2025:21:56:31 +0100,GET,/contacts/,200
84.203.1.217,23/Apr/2025:21:57:10 +0100,POST,/wp-cron.php?doing_wp_cron=1745441829.9494719505310058593750,200
44.194.134.53,23/Apr/2025:21:57:10 +0100,GET,/,200
23.22.105.143,23/Apr/2025:21:57:26 +0100,GET,/castles/nggallery/italy,200
84.203.1.217,23/Apr/2025:21:57:59 +0100,POST,/wp-cron.php?doing_wp_cron=1745441878.2178258895874023437500,200
54.85.7.119,23/Apr/2025:21:57:59 +0100,GET,/projects/,200
98.83.10.183,23/Apr/2025:21:58:10 +0100,GET,/castles/nggallery/czech-republic,200
3.94.156.104,23/Apr/2025:21:58:14 +0100,GET,/robots.txt,200
34.227.156.153,23/Apr/2025:21:58:15 +0100,GET,/,200
35.169.240.53,23/Apr/2025:21:58:26 +0100,GET,/travelmap/,200
44.221.227.90,23/Apr/2025:21:58:30 +0100,GET,/music/nggallery/loreena-mckennitt,200
84.203.1.217,23/Apr/2025:21:58:46 +0100,POST,/wp-cron.php?doing_wp_cron=1745441926.3770129680633544921875,200
3.217.82.254,23/Apr/2025:21:58:46 +0100,GET,/retrocomputing/,200
84.203.1.217,23/Apr/2025:22:33:43 +0100,POST,/wp-cron.php?doing_wp_cron=1745444022.7900829315185546875000,200
95.108.213.107,23/Apr/2025:22:33:43 +0100,GET,/robots.txt,200
87.250.224.127,23/Apr/2025:22:33:44 +0100,GET,/category/travels/,200
165.22.101.95,23/Apr/2025:22:51:18 +0100,GET,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1828-thumb.jpg,200
157.245.60.196,23/Apr/2025:23:14:24 +0100,GET,/wp-content/gallery/valsavarenche-val-daosta-italy/thumbs/thumbs_raw__MG_6030-thumb.jpg,200
47.128.56.232,23/Apr/2025:23:14:25 +0100,GET,/mountains/nggallery/mountains/album/valsavarenche-val-daosta-italy,200
84.203.1.217,23/Apr/2025:23:31:27 +0100,POST,/wp-cron.php?doing_wp_cron=1745447486.7594060897827148437500,499
47.76.242.106,23/Apr/2025:23:31:28 +0100,HEAD,/projects,301
47.76.242.106,23/Apr/2025:23:31:29 +0100,HEAD,/projects/,200
47.76.242.106,23/Apr/2025:23:31:30 +0100,GET,/projects,301
47.76.242.106,23/Apr/2025:23:31:31 +0100,GET,/projects/,200
84.203.1.217,23/Apr/2025:23:31:42 +0100,POST,/wp-cron.php?doing_wp_cron=1745447501.6711881160736083984375,200
47.76.189.38,23/Apr/2025:23:31:43 +0100,HEAD,/,200
47.76.189.38,23/Apr/2025:23:31:43 +0100,GET,/,200
84.203.1.217,23/Apr/2025:23:34:26 +0100,POST,/wp-cron.php?doing_wp_cron=1745447666.1189389228820800781250,200
47.128.113.206,23/Apr/2025:23:34:26 +0100,GET,/mountains/nggallery/mountains/album/val-di-rhemes-val-daosta-italy,200
84.203.1.217,24/Apr/2025:00:29:38 +0100,POST,/wp-cron.php?doing_wp_cron=1745450978.1146109104156494140625,200
4.227.36.86,24/Apr/2025:00:29:38 +0100,GET,/robots.txt,200
4.227.36.86,24/Apr/2025:00:29:39 +0100,GET,/robots.txt,200
20.171.207.114,24/Apr/2025:00:29:42 +0100,GET,/projects/JEvaluator/,404
84.203.1.217,24/Apr/2025:00:37:25 +0100,POST,/?wordfence_syncAttackData=1745451445.2515,200
84.203.1.217,24/Apr/2025:00:37:26 +0100,POST,/wp-cron.php?doing_wp_cron=1745451445.8611960411071777343750,200
92.112.181.25,24/Apr/2025:00:37:26 +0100,GET,/wp-content/plugins/woocommerce-products-filter/readme.txt,404
84.203.1.217,24/Apr/2025:00:45:12 +0100,POST,/?wordfence_syncAttackData=1745451912.1054,200
84.203.1.217,24/Apr/2025:00:45:13 +0100,POST,/wp-cron.php?doing_wp_cron=1745451912.7998280525207519531250,499
74.208.59.69,24/Apr/2025:00:45:13 +0100,GET,/wp-config.php.backup,404
84.203.1.217,24/Apr/2025:02:17:53 +0100,POST,/wp-cron.php?doing_wp_cron=1745457472.2912209033966064453125,499
66.223.49.106,24/Apr/2025:02:17:53 +0100,GET,/wp-login.php,200
66.223.49.106,24/Apr/2025:02:17:54 +0100,GET,/wp-login.php,200
66.223.49.106,24/Apr/2025:02:17:55 +0100,GET,/wp-admin/,302
66.223.49.106,24/Apr/2025:02:17:55 +0100,GET,/wp-login.php?redirect_to=https%3A%2F%2Fwebsite.local.lan%2Fwp-admin%2F&reauth=1,200
84.203.1.217,24/Apr/2025:02:46:15 +0100,POST,/?wordfence_syncAttackData=1745459174.6826,200
84.203.1.217,24/Apr/2025:02:46:15 +0100,POST,/wp-cron.php?doing_wp_cron=1745459175.4716870784759521484375,200
142.202.243.199,24/Apr/2025:02:46:15 +0100,GET,/wp-config.backup,404
84.203.1.217,24/Apr/2025:03:25:29 +0100,POST,/wp-cron.php?doing_wp_cron=1745461528.8000009059906005859375,499
17.241.227.121,24/Apr/2025:03:25:30 +0100,GET,/robots.txt,200
17.241.227.121,24/Apr/2025:03:25:30 +0100,GET,/music/nggallery/album/capercaillie/page/2,200
17.241.227.103,24/Apr/2025:03:49:31 +0100,GET,/wp-includes/css/dashicons.min.css?ver=ba9feeafe26325fb6040798b29d62616,200
17.241.75.204,24/Apr/2025:03:49:31 +0100,GET,/wp-content/plugins/nextgen-gallery/static/FontAwesome/css/v4-shims.min.css?ver=ba9feeafe26325fb6040798b29d62616,200
17.241.227.13,24/Apr/2025:03:49:32 +0100,GET,/wp-includes/css/dist/block-library/style.min.css?ver=ba9feeafe26325fb6040798b29d62616,200
17.241.227.201,24/Apr/2025:03:49:32 +0100,GET,/wp-content/plugins/to-top/public/css/to-top-public.css?ver=2.5.4,200
17.241.219.160,24/Apr/2025:03:49:33 +0100,GET,/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/trigger_buttons.css?ver=3.59.11,200
17.241.227.119,24/Apr/2025:03:49:33 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Lightbox/simplelightbox/simple-lightbox.css?ver=3.59.11,200
17.241.75.123,24/Apr/2025:03:49:34 +0100,GET,/wp-content/plugins/nextgen-gallery/static/FontAwesome/css/all.min.css?ver=ba9feeafe26325fb6040798b29d62616,200
17.241.75.204,24/Apr/2025:03:49:34 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Albums/nextgen_basic_album.css?ver=3.59.11,200
17.241.75.197,24/Apr/2025:03:49:34 +0100,GET,/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/pagination_style.css?ver=3.59.11,200
17.241.227.178,24/Apr/2025:03:49:35 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Albums/breadcrumbs.css?ver=3.59.11,200
17.241.219.197,24/Apr/2025:03:49:36 +0100,GET,/wp-content/themes/simple-grid/style.css,200
17.241.227.125,24/Apr/2025:03:49:36 +0100,GET,/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,200
17.241.219.139,24/Apr/2025:03:49:37 +0100,GET,/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1,200
17.241.75.197,24/Apr/2025:03:49:37 +0100,GET,/wp-content/plugins/nextgen-gallery/static/FontAwesome/js/v4-shims.min.js?ver=5.3.1,200
17.241.219.175,24/Apr/2025:03:49:37 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Legacy/ajax.min.js?ver=3.59.11,200
17.241.219.197,24/Apr/2025:03:49:38 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Albums/init.js?ver=3.59.11,200
17.241.75.204,24/Apr/2025:03:49:38 +0100,GET,/wp-content/plugins/nextgen-gallery/static/FontAwesome/js/all.min.js?ver=5.3.1,200
17.241.227.125,24/Apr/2025:03:49:39 +0100,GET,/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/shave.js?ver=3.59.11,200
17.241.75.197,24/Apr/2025:03:49:40 +0100,GET,/wp-content/plugins/nextgen-gallery/static/GalleryDisplay/common.js?ver=3.59.11,200
17.241.75.82,24/Apr/2025:03:49:40 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Thumbnails/nextgen_basic_thumbnails.css?ver=3.59.11,200
17.241.219.197,24/Apr/2025:03:49:41 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Lightbox/simplelightbox/simple-lightbox.js?ver=3.59.11,200
17.241.219.92,24/Apr/2025:03:49:41 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Lightbox/lightbox_context.js?ver=3.59.11,200
17.241.75.123,24/Apr/2025:03:49:41 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Lightbox/simplelightbox/nextgen_simple_lightbox_init.js?ver=3.59.11,200
17.241.75.197,24/Apr/2025:03:49:42 +0100,GET,/wp-content/themes/simple-grid/assets/js/navigation.js,200
17.241.219.245,24/Apr/2025:03:49:42 +0100,GET,/wp-content/themes/simple-grid/assets/js/jquery.fitvids.min.js,200
17.241.219.139,24/Apr/2025:03:49:43 +0100,GET,/wp-content/themes/simple-grid/assets/js/skip-link-focus-fix.js,200
17.241.219.175,24/Apr/2025:03:49:44 +0100,GET,/wp-content/themes/simple-grid/assets/js/custom.js,200
17.241.219.92,24/Apr/2025:03:49:44 +0100,GET,/wp-content/themes/simple-grid/assets/js/html5shiv.js,200
17.241.75.197,24/Apr/2025:03:49:45 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Thumbnails/ajax_pagination.js?ver=3.59.11,200
17.241.219.92,24/Apr/2025:03:49:45 +0100,GET,/wp-content/plugins/nextgen-gallery/static/Thumbnails/nextgen_basic_thumbnails.js?ver=3.59.11,200
17.241.75.82,24/Apr/2025:03:49:46 +0100,GET,/wp-content/plugins/to-top/public/js/to-top-public.js?ver=2.5.4,200
